State,City/Location Name,Full Address,Phone Number
Georgia (GA),Piedmont Road,"2580 Piedmont Rd NE, 								Atlanta, GA 30324",(404) 264-1992
Georgia (GA),Pike Street,"680 Duluth Hwy, 								Lawrenceville, GA 30046",(770) 962-7844
Georgia (GA),Pleasant Hill Dwarf House,"1570 Pleasant Hill Rd, 								Duluth, GA 30096",(770) 717-7522
Georgia (GA),Ponce & Boulevard,"689 Boulevard NE, 								Atlanta, GA 30308",(404) 800-5600
Georgia (GA),Pooler,"180 Pooler Pkwy, 								Pooler, GA 31322",(912) 330-9209
Georgia (GA),Poplar Road,"2090 Newnan Crossing Blvd E, 								Newnan, GA 30265",(770) 254-9509
Georgia (GA),RELO Larry Mulkey Memorial Rd,"725 Atlanta Hwy, 								Cumming, GA 30040",
Georgia (GA),RELO Wesley Chapel Road,"2452 Wesley Chapel Rd, 								Decatur, GA 30035",
Georgia (GA),Rincon,"5438 GA Highway 21 S, 								Rincon, GA 31326",(912) 826-6967
Georgia (GA),Riverdale Dwarf House,"6549 Highway 85, 								Riverdale, GA 30274",(770) 991-9498
Georgia (GA),Rivermont Station,"8475 Holcomb Bridge Rd, 								Alpharetta, GA 30022",(770) 640-8280
Georgia (GA),Riverstone Parkway,"1459 Riverstone Pkwy, 								Canton, GA 30114",(770) 479-7146
Georgia (GA),Rockmart,"1500 Chattahoochee Dr, 								Rockmart, GA 30153",(470) 632-0411
Georgia (GA),Roswell Corners,"1185 Woodstock Rd, 								Roswell, GA 30075",(678) 795-0155
Georgia (GA),Roswell Road at Cobb Parkway,"1110 Roswell Rd, 								Marietta, GA 30062",(770) 420-1856
Georgia (GA),Roswell Town Center,"604 Holcomb Bridge Rd, 								Roswell, GA 30076",(770) 641-8436
Georgia (GA),Russell Parkway,"621 Russell Pkwy, 								Warner Robins, GA 31088",(478) 328-0445
Georgia (GA),Saint Simons,"2205 Demere Rd, 								Saint Simons Island, GA 31522",(912) 638-7324
Georgia (GA),Salem Bridge [GA],"12920 Brown Bridge Rd, 								Covington, GA 30016",(678) 342-0807
Georgia (GA),Sam Nunn Blvd,"1600 Sam Nunn Blvd, 								Perry, GA 31069",(478) 988-8188
Georgia (GA),Sandy Springs,"5925 Roswell Rd Ste C, 								Atlanta, GA 30328",(404) 847-0488
Georgia (GA),Sanford Stadium,"280 E Campus Rd, 								Athens, GA 30602",(706) 613-7115
Georgia (GA),Savannah Quarters,"2021 Pooler Pkwy, 								Pooler, GA 31322",(912) 988-8681
Georgia (GA),Savannah State University,"3219 College St, 								Savannah, GA 31404",
Georgia (GA),Scenic Highway,"1559 Scenic Hwy N, 								Snellville, GA 30078",(770) 979-7488
Georgia (GA),Senoia,"7996 Wells St, 								Senoia, GA 30276",(678) 973-1875
Georgia (GA),Smyrna (GA),"5120 S Cobb Dr SE, 								Smyrna, GA 30080",(404) 792-9440
Georgia (GA),Snellville at Hwy 78,"3090 Stone Mountain Hwy, 								Snellville, GA 30078",(770) 979-7912
Georgia (GA),South Cobb Drive,"3100 S Cobb Dr SE, 								Smyrna, GA 30080",(770) 432-8685
Georgia (GA),South Dublin,"2242 US Highway 441 S, 								Dublin, GA 31021",(478) 246-0094
Georgia (GA),South Fulton Parkway at 92,"5395 Thompson Road, 								South Fulton, GA 30213",(470) 483-1114
Georgia (GA),Sprayberry,"2530 Sandy Plains Rd, 								Marietta, GA 30066",(770) 977-2455
Georgia (GA),St. Augustine Road,"1100 N Saint Augustine Rd, 								Valdosta, GA 31601",(229) 247-2625
Georgia (GA),Starr's Mill,"1222 Highway 74 S, 								Peachtree City, GA 30269",(770) 632-7446
Georgia (GA),Statesboro,"352 Northside Dr E, 								Statesboro, GA 30458",(912) 764-7941
Georgia (GA),Stone Mountain,"5075 Stone Mountain Hwy, 								Stone Mountain, GA 30087",(770) 736-5809
Georgia (GA),Stonebridge Village,"5905 Spout Springs Rd, 								Flowery Branch, GA 30542",(770) 965-2278
Georgia (GA),Sugarloaf & 316,"4965 Sugarloaf Pkwy, 								Lawrenceville, GA 30044",(678) 376-7447
Georgia (GA),Sugarloaf and Satellite,"2000 Satellite Blvd, 								Duluth, GA 30097",(770) 232-0034
Georgia (GA),Suwanee Road,"3156 Lawrenceville Suwanee Rd, 								Suwanee, GA 30024",(770) 932-5797
Georgia (GA),Terminus In-Line,"3280 Peachtree Rd NE Ste 105, 								Atlanta, GA 30305",(404) 816-3113
Georgia (GA),Terrell Mill,"1440 Terrell Mill Rd SE, 								Marietta, GA 30067",(770) 672-7169
Georgia (GA),The Collection Forsyth,"430 Peachtree Pkwy, 								Cumming, GA 30041",(770) 889-1511
Georgia (GA),The Dwarf House,"461 N Central Ave, 								Hapeville, GA 30354",(404) 762-1746
Georgia (GA),The Mall at Stonecrest,"2929 Turner Hill Rd Ste 2550, 								Lithonia, GA 30038",(678) 526-2729
Georgia (GA),Thomaston [GA],"1054 Highway 19 N, 								Thomaston, GA 30286",(706) 647-2945
Georgia (GA),Thomasville,"15062 US Highway 19 S, 								Thomasville, GA 31757",(229) 228-7506
Georgia (GA),Thomson,"1806 Washington Rd, 								Thomson, GA 30824",(706) 595-7030
Georgia (GA),Thornton Road,"835 Thornton Rd, 								Lithia Springs, GA 30122",(770) 732-8034
Georgia (GA),Tifton,"1197 US Highway 82 W, 								Tifton, GA 31793",(229) 387-0011
Georgia (GA),Toccoa [GA],"605 Big A Rd, 								Toccoa, GA 30577",(762) 348-0077
Georgia (GA),Tom Hill Sr Blvd,"140 Tom Hill Sr Blvd, 								Macon, GA 31210",(478) 471-0274
Georgia (GA),Town Center At Cobb,"400 Ernest W Barrett Pkwy NW, 								Kennesaw, GA 30144",(770) 428-9039
Georgia (GA),Towne Lake,"3070 Eagle Dr, 								Woodstock, GA 30189",(678) 445-0330
Georgia (GA),Truett's Chick-fil-A - Newnan,"505 Highway 34 E, 								Newnan, GA 30265",(770) 502-9502
Georgia (GA),Truett's Chick-fil-A - Rome,"264 Shorter Ave NW, 								Rome, GA 30165",(706) 232-9233
Georgia (GA),Truett's Chick-fil-A - Stockbridge,"3649 Highway 138 SE, 								Stockbridge, GA 30281",(470) 483-1141
Georgia (GA),Truett's Chick-fil-A - Woodstock,"9728 Highway 92, 								Woodstock, GA 30188",(770) 591-4575
Georgia (GA),Truett's Chick-fil-A Catering & Delivery - VA Ave,"801 Virginia Ave, 								Hapeville, GA 30354",(404) 495-5004
Georgia (GA),Truett's Grill - Griffin,"1455 N Expressway, 								Griffin, GA 30223",(770) 233-1712
Georgia (GA),Truett's Grill - McDonough,"1785 Jonesboro Rd, 								McDonough, GA 30253",(678) 432-2221
Georgia (GA),Truett's Grill - Morrow,"2042 Mount Zion Rd, 								Morrow, GA 30260",(770) 210-0500
Georgia (GA),Truett's Luau,"600 Lanier Ave W Ste 103, 								Fayetteville, GA 30214",(770) 461-5828
Georgia (GA),Truist Park,"755 Battery Ave SE, 								Atlanta, GA 30339",
Georgia (GA),Tucker Hugh Howell Road,"4435 Hugh Howell Rd, 								Tucker, GA 30084",(770) 270-1871
Georgia (GA),Turner Hill Road,"2985 Turner Hill Rd, 								Lithonia, GA 30038",(678) 526-0088
Georgia (GA),Union Grove Crossroads,"1940 Highway 155 N, 								McDonough, GA 30252",(770) 320-7502
Georgia (GA),University of Georgia,"45 Baxter St, 								Athens, GA 30602",(706) 542-1256
Georgia (GA),University of West Georgia,"Campus Dining, 								Carrollton, GA 30118",(678) 839-1389
Georgia (GA),Valdosta State University - Student Union,"1500 N Patterson St, 								Valdosta, GA 31698",(229) 333-5671
Georgia (GA),Victory at Skidaway,"2111 E Victory Dr, 								Savannah, GA 31404",(912) 352-7474
Georgia (GA),Vidalia,"2349 E 1st St, 								Vidalia, GA 30474",(912) 538-0711
Georgia (GA),Villa Rica,"85 Commerce Dr, 								Villa Rica, GA 30180",(770) 459-5792
Georgia (GA),Vine City,"875 Martin Luther King Jr Dr NW, 								Atlanta, GA 30314",(404) 730-0199
Georgia (GA),Vinings,"2485 Cumberland Pkwy SE, 								Atlanta, GA 30339",(770) 444-9376
Georgia (GA),Washington Road,"3066 Washington Rd, 								Augusta, GA 30907",(706) 860-7140
Georgia (GA),Watson Blvd,"3000 Watson Blvd, 								Warner Robins, GA 31093",(478) 569-1200
Georgia (GA),Waycross,"2256 Memorial Dr, 								Waycross, GA 31501",(912) 285-2500
Georgia (GA),Wesley Chapel Road,"2452 Wesley Chapel Rd, 								Decatur, GA 30035",(770) 987-4540
Georgia (GA),West Cobb,"2555 Dallas Hwy SW, 								Marietta, GA 30064",(770) 425-3454
Georgia (GA),West Midtown,"1100 Northside Dr NW, 								Atlanta, GA 30318",(404) 249-2491
Georgia (GA),West Paces Ferry,"3419 Northside Pkwy NW, 								Atlanta, GA 30327",(404) 261-9166
Georgia (GA),Winder,"97 Shephard Lane, 								Bethlehem, GA 30620",(770) 868-0245
Georgia (GA),Windward Parkway,"5180 Windward Pkwy, 								Alpharetta, GA 30004",(770) 410-3533
Georgia (GA),Windy Hill Road,"2661 Windy Hill Rd SE, 								Marietta, GA 30067",(770) 988-9798
Georgia (GA),Woodlawn Square,"1201 Johnson Ferry Rd, 								Marietta, GA 30068",(770) 565-4653
Georgia (GA),Young Harris College,"228 Maple Street, 								Young Harris, GA 30582",(706) 379-5304
Georgia (GA),Zebulon Road,"5920 Zebulon Rd, 								Macon, GA 31210",(478) 474-4458
Hawaii (HI),Ala Moana Mall,"1450 Ala Moana Blvd Ste 1160H, 								Honolulu, HI 96814",(808) 466-3534
Hawaii (HI),Kahului,"14 Ho'okele St, 								Kahului, HI 96732",(808) 270-1908
Hawaii (HI),Kapolei Parkway,"91-5480 KAPOLEI PKWY Bldg. 3, 								Kapolei, HI 96707",(808) 809-5520
Hawaii (HI),Makiki,"1056 S Beretania St, 								Honolulu, HI 96814",(808) 460-7660
Idaho (ID),Ammon,"3003 S 25th E, 								Ammon, ID 83406",(208) 523-2697
Idaho (ID),Boise State University,"1910 University Dr, 								Boise, ID 83725",(208) 426-1437
Idaho (ID),Brigham Young University - Idaho,"525 S Center St, 								Rexburg, ID 83460",
Idaho (ID),Broadway & Front,"300 S Broadway Ave, 								Boise, ID 83702",(208) 345-1053
Idaho (ID),Franklin Road,"8000 W Franklin Rd, 								Boise, ID 83709",(208) 376-6110
Idaho (ID),Idaho State University,"1065 S 8th Ave, 								Pocatello, ID 83209",
Idaho (ID),Treasure Valley Nampa,"16800 N Marketplace Blvd, 								Nampa, ID 83687",(208) 467-6000
Idaho (ID),Twin Falls,"1631 Blue Lakes Blvd N, 								Twin Falls, ID 83301",(208) 735-5010
Idaho (ID),University of Idaho,"875 Line Street, 								Moscow, ID 83844",(208) 885-6070
Idaho (ID),Village at Meridian,"2012 N Eagle Rd, 								Meridian, ID 83646",(208) 887-2143
Illinois (IL),Addison & Elston (IL),"3246 W Addison St, 								Chicago, IL 60618",(312) 222-1341
Illinois (IL),Algonquin (IL),"425 S Randall Rd, 								Algonquin, IL 60102",(847) 979-9068
Illinois (IL),Batavia,"185 N Randall Rd, 								Batavia, IL 60510",(630) 761-2640
Illinois (IL),Bloomingdale,"354 W Army Trail Rd, 								Bloomingdale, IL 60108",(630) 980-5088
Illinois (IL),Bolingbrook,"245 N Weber Rd, 								Bolingbrook, IL 60490",(630) 771-0080
Illinois (IL),Bradley Bourbonnais (IL),"1359 Locke Dr, 								Bourbonnais, IL 60914",(815) 592-7550
Illinois (IL),Bradley University,"1501 W Bradley Ave, 								Peoria, IL 61625",(309) 677-3210
Illinois (IL),Broadview (IL),"3000 Broadview Village Square, 								Broadview, IL 60155",
Illinois (IL),Bucktown (IL),"1910 W Fullerton Ave, 								Chicago, IL 60614",(773) 292-0304
Illinois (IL),Buffalo Grove (IL),"268 McHenry Rd., 								Buffalo Grove, IL 60089",(847) 305-5475
Illinois (IL),Champaign (IL),"2301 N Prospect Ave, 								Champaign, IL 61822",(217) 351-3094
Illinois (IL),Chicago O'Hare International Airport - Terminal 5,"10000 W Ohare Ave, 								Chicago, IL 60666",
Illinois (IL),Chicago Ridge,"9600 Ridgeland Ave, 								Chicago Ridge, IL 60415",(630) 999-8228
Illinois (IL),Chicago Union Station,"225 S Canal St, 								Chicago, IL 60606",(312) 526-3743
Illinois (IL),Countryside,"6007 S La Grange Rd, 								Countryside, IL 60525",(708) 482-7525
Illinois (IL),Crestwood (IL),"13050 S Cicero, 								Crestwood, IL 60418",(708) 215-2660
Illinois (IL),Crystal Lake,"4812 Northwest Hwy, 								Crystal Lake, IL 60014",(815) 444-8611
Illinois (IL),Deerfield (IL),"75 S Waukegan Rd, 								Deerfield, IL 60015",(847) 272-8470
Illinois (IL),East Peoria,"250 W Washington St, 								East Peoria, IL 61611",(309) 694-1044
Illinois (IL),Eastern Illinois University,"600 Lincoln Ave, 								Charleston, IL 61920",(217) 581-8156
Illinois (IL),Edwardsville (IL),"2319 Troy Rd, 								Edwardsville, IL 62025",(618) 391-0563
Illinois (IL),Elgin (IL),"1110 S Randall Rd, 								Elgin, IL 60123",(888) 695-0592
Illinois (IL),Elmhurst,"235 South IL Route 83, 								Elmhurst, IL 60126",(630) 279-2263
Illinois (IL),Fairview Heights,"6203 N Illinois St, 								Fairview Heights, IL 62208",(618) 397-2200
Illinois (IL),Ford City (IL),"4733 W 76th St, 								Chicago, IL 60652",(773) 284-2727
Illinois (IL),Fox Valley Center,"4435 Fox Valley Center Dr, 								Aurora, IL 60504",(630) 820-1660
Illinois (IL),Golf Mill (IL),"8575 West Golf Road, 								Niles, IL 60714",(847) 534-7470
Illinois (IL),Green Mount Commons,"2532 Green Mount Commons Dr, 								Belleville, IL 62221",(618) 257-9700
Illinois (IL),Gurnee,"6550 Grand Ave, 								Gurnee, IL 60031",(847) 782-9294
Illinois (IL),Homewood (IL),"17450 Halsted St, 								Homewood, IL 60430",(708) 798-2557
Illinois (IL),Illinois Medical District (IL) In-Line,"713 S Seeley Ave, 								Chicago, IL 60612",(312) 858-5288
Illinois (IL),Joliet (IL),"2705 Plainfield Rd, 								Joliet, IL 60435",(815) 577-8997
Illinois (IL),Kildeer,"20429 N Rand Rd, 								Kildeer, IL 60047",(847) 438-8600
Illinois (IL),Lansing (IL),"17601 Torrence Ave., 								Lansing, IL 60438",(708) 394-5570
Illinois (IL),Lombard,"717 E Butterfield Rd, 								Lombard, IL 60148",(630) 586-0830
Illinois (IL),Loyola Water Tower In-Line,"30 E Chicago Ave, 								Chicago, IL 60611",(312) 266-8888
Illinois (IL),Machesney Park (IL),"1505 West Lane Road, 								Machesney Park, IL 61115",(815) 977-4379
Illinois (IL),Marion (IL),"2820 Joseph Cannon Way, 								Marion, IL 62959",(618) 364-8960
Illinois (IL),Mattoon (IL),"1320 Fort Worth Way, 								Mattoon, IL 61938",(217) 790-6938
Illinois (IL),Melrose Park,"2 Winston Plz, 								Melrose Park, IL 60160",(708) 345-2399
Illinois (IL),Michigan Avenue (IL) In-Line,"500 N Michigan Ave Ste 140, 								Chicago, IL 60611",(312) 285-2695
Illinois (IL),Millennium Park (IL) In-Line,"122 S Michigan Ave, 								Chicago, IL 60603",(312) 360-1644
Illinois (IL),Moline,"3831 41st Avenue Dr, 								Moline, IL 61265",(309) 797-1605
Illinois (IL),Mount Prospect,"950 N Elmhurst Rd, 								Mount Prospect, IL 60056",(847) 398-3880
Illinois (IL),Niles (IL),"5650 W Touhy Ave, 								Niles, IL 60714",(833) 637-8872
Illinois (IL),Norridge (IL),"4512 N Harlem Ave, 								Norridge, IL 60706",(708) 390-8755
Illinois (IL),North Riverside,"7201 W Cermak Rd, 								North Riverside, IL 60546",(708) 442-7006
Illinois (IL),Old Orchard,"9341 Skokie Blvd, 								Skokie, IL 60077",(847) 763-1002
Illinois (IL),Orland Park,"15605 S La Grange Rd, 								Orland Park, IL 60462",(708) 460-4663
Illinois (IL),Oswego,"2740 US Highway 34, 								Oswego, IL 60543",(630) 554-8611
Illinois (IL),Peoria,"4518 N Sterling Ave, 								Peoria, IL 61615",(309) 682-6246
Illinois (IL),Rockford,"280 N Perryville Rd, 								Rockford, IL 61107",(815) 381-1010
Illinois (IL),Schaumburg,"935 E Golf Rd, 								Schaumburg, IL 60173",(847) 517-1173
Illinois (IL),South Loop (IL),"1106 S Clinton St, 								Chicago, IL 60607",(312) 461-9110
Illinois (IL),Southern Illinois University - Carbondale,"1255 Lincoln Dr, 								Carbondale, IL 62901",(618) 453-1136
Illinois (IL),Southern Illinois University-Edwardsville,"University Ctr, 								Edwardsville, IL 62026",(618) 650-2863
Illinois (IL),St. Charles (IL),"3795 E Main St, 								Saint Charles, IL 60174",(224) 276-2930
Illinois (IL),State and Lake In-Line,"177 N State St, 								Chicago, IL 60601",(312) 419-1522
Illinois (IL),Touhy Marketplace (IL),"3720 Touhy Ave, 								Skokie, IL 60076",(224) 357-1106
Illinois (IL),University of Illinois - Chicago,"750 S Halsted St, 								Chicago, IL 60607",(312) 355-2338
Illinois (IL),Vernon Hills,"701 N Milwaukee Ave Ste 360, 								Vernon Hills, IL 60061",(847) 247-8000
Illinois (IL),Veterans & College,"101 S Veterans Pkwy, 								Normal, IL 61761",(309) 268-9500
Illinois (IL),West Schaumburg,"90 Barrington Rd, 								Schaumburg, IL 60194",(847) 798-1424
Illinois (IL),Western Illinois University,"1 University Cir, 								Macomb, IL 61455",(309) 298-1292
Illinois (IL),Wheaton,"301 E Loop Rd, 								Wheaton, IL 60189",(630) 668-8350
Illinois (IL),White Oaks,"2431 Wabash Ave, 								Springfield, IL 62704",(217) 546-2000
Illinois (IL),Willowbrook,"7101 Kingery Hwy, 								Willowbrook, IL 60527",(630) 455-4426
Illinois (IL),Wrigleyville (IL),"3500 N Clark St, 								Chicago, IL 60657",(312) 319-4441
Indiana (IN),38 and Creasy,"3929 Bonlou Court, 								Lafayette, IN 47905",(765) 771-7078
Indiana (IN),Anderson (IN),"5530 S Scatterfield Rd, 								Anderson, IN 46013",(765) 232-2852
Indiana (IN),Anderson University,"1100 E 5th St, 								Anderson, IN 46012",
Indiana (IN),Anson (IN),"6240 East Whitestown Pkwy, 								Whitestown, IN 46075",(317) 769-3551
Indiana (IN),Avon,"10791 E US Highway 36, 								Avon, IN 46123",(317) 271-7760
Indiana (IN),Ball State University,"1525 N McKinley Ave, 								Muncie, IN 47306",(765) 285-5311
Indiana (IN),Beechwood Centre (IN),"7606 East US Highway 36, 								Avon, IN 46123",(317) 451-4008
Indiana (IN),Bloomington East,"3020 E 3rd St, 								Bloomington, IN 47401",(812) 330-5590
Indiana (IN),Broad Ripple,"6231 N Keystone Ave, 								Indianapolis, IN 46220",(317) 257-7207
Indiana (IN),Castleton Square,"6020 E 82nd St Ste 1012, 								Indianapolis, IN 46250",(317) 537-2722
Indiana (IN),Circle Centre Mall,"49 W Maryland St Spc VC-10, 								Indianapolis, IN 46204",(317) 822-8501
Indiana (IN),Coliseum Boulevard,"182 W Coliseum Blvd, 								Fort Wayne, IN 46805",(260) 484-5880
Indiana (IN),College Mall,"2856 E 3rd St Spc C-9, 								Bloomington, IN 47401",(812) 332-4877
Indiana (IN),Columbus National,"1250 N National Rd, 								Columbus, IN 47201",(812) 375-1540
Indiana (IN),Cross Pointe,"7101 E Indiana St, 								Evansville, IN 47715",(812) 471-9203
Indiana (IN),Crown Point (IN),"601 E. 109th Place, 								Crown Point, IN 46307",(219) 226-9450
Indiana (IN),Downtown Indy (IN) In-Line,"10 E Washington St., Suite 100, 								Indianapolis, IN 46204",(463) 224-6777
Indiana (IN),East Washington St. - Indianapolis,"9961 E Washington St, 								Indianapolis, IN 46229",(317) 497-0565
Indiana (IN),Eastland Mall (IN),"800 N Green River Rd, 								Evansville, IN 47715",(812) 477-9370
Indiana (IN),Elkhart (IN),"2720 Cassopolis St., 								Elkhart, IN 46514",(574) 313-5200
Indiana (IN),Gainbridge Fieldhouse,"125 S. Pennsylvania Street, 								Indianapolis, IN 46204",
Indiana (IN),Glenbrook Square,"4201 Coldwater Rd, 								Fort Wayne, IN 46805",(260) 482-5993
Indiana (IN),Greenfield (IN),"2203 N State St, 								Greenfield, IN 46140",(317) 588-3112
Indiana (IN),Greenwood,"155 Marlin Dr, 								Greenwood, IN 46142",(317) 888-8100
Indiana (IN),Greenwood Park Mall (IN),"1251 US Highway 31 N Ste C19, 								Greenwood, IN 46142",(317) 888-5473
Indiana (IN),Indiana University Purdue Univ at Indianapolis,"420 University Blvd Ste 120, 								Indianapolis, IN 46202",(317) 231-0215
Indiana (IN),Indiana Wesleyan University,"4201 S Washington St, 								Marion, IN 46953",(765) 677-2310
Indiana (IN),Indianapolis International Airport,"7800 Col H Weir Cook Mem Dr, 								Indianapolis, IN 46241",
Indiana (IN),Jefferson Pointe,"1725 Apple Glen Blvd, 								Fort Wayne, IN 46804",(260) 436-8203
Indiana (IN),Jeffersonville,"3549 E 10th St, 								Jeffersonville, IN 47130",(812) 288-2020
Indiana (IN),Marian University,"3200 Cold Spring Rd, 								Indianapolis, IN 46222",
Indiana (IN),Merrillville,"2385 Southlake Mall, 								Merrillville, IN 46410",(219) 769-6810
Indiana (IN),Mishawaka Main Street,"5517 N Main St, 								Mishawaka, IN 46545",(574) 277-0222
Indiana (IN),Muncie,"511 W McGalliard Rd, 								Muncie, IN 47303",(765) 747-4000
Indiana (IN),New Albany,"2225 State St, 								New Albany, IN 47150",(812) 542-6868
Indiana (IN),Newburgh,"8091 Park Place Dr, 								Newburgh, IN 47630",(812) 518-0030
